SEQ|Selection|Species|Author|Family|Genus|MatchType|Backbone|SID|scientificFinal|scientificNameAuthorship|taxonomicStatus|SynonymBackbone|SynonymSID|SpeciesWCUPS|MatchTypeWCUPS|BackboneWCUPS|SIDWCUPS
5835|GTS|Ficus obtusifolia|Kunth|Moraceae|Ficus|direct|WFO|wfo-0000689513|Ficus obtusifolia|Kunth|ACCEPTED|""|""|Ficus obtusifolia|direct|WFO|wfo-0000689513
5836|GTS|Ficus odorata|(Blanco) Merr.|Moraceae|Ficus|direct|WFO|wfo-0000689524|Ficus odorata|Merr.|ACCEPTED|""|""|Ficus odorata|direct|WFO|wfo-0000689524
5837|GTS|Ficus oleifolia|King|Moraceae|Ficus|direct|WFO|wfo-0000689528|Ficus oleifolia|King|ACCEPTED|""|""|Ficus oleifolia|direct|WFO|wfo-0000689528
5838|GTS|Ficus opposita|Miq.|Moraceae|Ficus|direct|WFO|wfo-0000689547|Ficus opposita|Miq.|ACCEPTED|""|""|Ficus opposita|direct|WFO|wfo-0000689547
5839|GTS|Ficus oreophila|Ridl.|Moraceae|Ficus|direct|WFO|wfo-0000689556|Ficus oreophila|Ridl.|ACCEPTED|""|""|Ficus oreophila|direct|WFO|wfo-0000689556
5840|GTS|Ficus pachyneura|C.C.Berg|Moraceae|Ficus|direct|WFO|wfo-0000689590|Ficus pachyneura|C.C.Berg|ACCEPTED|""|""|Ficus pachyneura|direct|WFO|wfo-0000689590
5841|GTS|Ficus pachyrrhachis|K.Schum. & Lauterb.|Moraceae|Ficus|direct|WFO|wfo-0000689595|Ficus pachyrrhachis|K.Schum. & Lauterb.|ACCEPTED|""|""|Ficus pachyrrhachis|direct|WFO|wfo-0000689595
5842|GTS|Ficus pachysycia|Diels ex Corner|Moraceae|Ficus|direct|WFO|wfo-0000689598|Ficus pachysycia|Diels ex Corner|ACCEPTED|""|""|Ficus pachysycia|direct|WFO|wfo-0000689598
5843|GTS|Ficus padana|Burm.f.|Moraceae|Ficus|direct|WFO|wfo-0000689601|Ficus padana|Burm.f.|ACCEPTED|""|""|Ficus padana|direct|WFO|wfo-0000689601
5844|GTS|Ficus palmata|Forssk.|Moraceae|Ficus|direct|WFO|wfo-0000689611|Ficus palmata|Forssk.|ACCEPTED|""|""|Ficus palmata|direct|WFO|wfo-0000689611
5845|GTS|Ficus paraensis|(Miq.) Miq.|Moraceae|Ficus|direct|WFO|wfo-0000689641|Ficus paraensis|Miq.|ACCEPTED|""|""|Ficus paraensis|direct|WFO|wfo-0000689641
5846|GTS|Ficus parietalis|Blume|Moraceae|Ficus|direct|WFO|wfo-0000689646|Ficus parietalis|Blume|ACCEPTED|""|""|Ficus parietalis|direct|WFO|wfo-0000689646
5847|GTS|Ficus pedunculosa|Miq.|Moraceae|Ficus|direct|WFO|wfo-0000689670|Ficus pedunculosa|Miq.|ACCEPTED|""|""|Ficus pedunculosa|direct|WFO|wfo-0000689670
5848|GTS|Ficus pertusa|L.f.|Moraceae|Ficus|direct|WFO|wfo-0000689703|Ficus pertusa|L.f.|ACCEPTED|""|""|Ficus pertusa|direct|WFO|wfo-0000689703
5849|GTS|Ficus petiolaris|Kunth|Moraceae|Ficus|direct|WFO|wfo-0000689710|Ficus petiolaris|Kunth|ACCEPTED|""|""|Ficus petiolaris|direct|WFO|wfo-0000689710
5850|GTS|Ficus phaeosyce|K.Schum. & Lauterb.|Moraceae|Ficus|direct|WFO|wfo-0000689721|Ficus phaeosyce|K.Schum. & Lauterb.|ACCEPTED|""|""|Ficus phaeosyce|direct|WFO|wfo-0000689721
5851|GTS|Ficus pisocarpa|Blume|Moraceae|Ficus|direct|WFO|wfo-0000689757|Ficus pisocarpa|Blume|ACCEPTED|""|""|Ficus pisocarpa|direct|WFO|wfo-0000689757
5852|GTS|Ficus platyphylla|Delile|Moraceae|Ficus|direct|WFO|wfo-0000689763|Ficus platyphylla|Delile|ACCEPTED|""|""|Ficus platyphylla|direct|WFO|wfo-0000689763
5853|GTS|Ficus politoria|Lam.|Moraceae|Ficus|direct|WFO|wfo-0000689786|Ficus politoria|Lam.|ACCEPTED|""|""|Ficus politoria|direct|WFO|wfo-0000689786
5854|GTS|Ficus polyantha|Warb.|Moraceae|Ficus|direct|WFO|wfo-0000689789|Ficus polyantha|Warb.|ACCEPTED|""|""|Ficus polyantha|direct|WFO|wfo-0000689789
5855|GTS|Ficus populifolia|Vahl|Moraceae|Ficus|direct|WFO|wfo-0000689808|Ficus populifolia|Vahl|ACCEPTED|""|""|Ficus populifolia|direct|WFO|wfo-0000689808
5856|GTS|Ficus prasinicarpa|Elmer ex C.C.Berg|Moraceae|Ficus|direct|WFO|wfo-0000689839|Ficus prasinicarpa|Elmer|UNCHECKED|""|""|Ficus prasinicarpa|direct|WFO|wfo-0000689839
5857|GTS|Ficus primaria|Corner|Moraceae|Ficus|direct|WFO|wfo-0000689843|Ficus primaria|Corner|ACCEPTED|""|""|Ficus primaria|direct|WFO|wfo-0000689843
5858|GTS|Ficus pritchardii|Seem.|Moraceae|Ficus|direct|WFO|wfo-0000689851|Ficus pritchardii|Seem.|ACCEPTED|""|""|Ficus pritchardii|direct|WFO|wfo-0000689851
5859|GTS|Ficus prolixa|G.Forst.|Moraceae|Ficus|direct|WFO|wfo-0000689860|Ficus prolixa|G.Forst.|ACCEPTED|""|""|Ficus prolixa|direct|WFO|wfo-0000689860
5860|GTS|Ficus pseudojaca|Corner|Moraceae|Ficus|direct|WFO|wfo-0000689880|Ficus pseudojaca|Corner|ACCEPTED|""|""|Ficus pseudojaca|direct|WFO|wfo-0000689880
5861|GTS|Ficus pseudomangifera|Hutch.|Moraceae|Ficus|direct|WFO|wfo-0000689881|Ficus pseudomangifera|Hutch.|ACCEPTED|""|""|Ficus pseudomangifera|direct|WFO|wfo-0000689881
5862|GTS|Ficus pseudopalma|Blanco|Moraceae|Ficus|direct|WFO|wfo-0000689883|Ficus pseudopalma|Blanco|ACCEPTED|""|""|Ficus pseudopalma|direct|WFO|wfo-0000689883
5863|GTS|Ficus pungens|Reinw. ex Blume|Moraceae|Ficus|direct|WFO|wfo-0000689931|Ficus pungens|Reinw. ex Blume|ACCEPTED|""|""|Ficus pungens|direct|WFO|wfo-0000689931
5864|GTS|Ficus pustulata|Elmer|Moraceae|Ficus|direct|WFO|wfo-0000689935|Ficus pustulata|Elmer|ACCEPTED|""|""|Ficus pustulata|direct|WFO|wfo-0000689935
5865|GTS|Ficus pyriformis|Hook. & Arn.|Moraceae|Ficus|direct|WFO|wfo-0000689957|Ficus pyriformis|Hook. & Arn.|ACCEPTED|""|""|Ficus pyriformis|direct|WFO|wfo-0000689957
5866|GTS|Ficus racemifera|Roxb.|Moraceae|Ficus|direct|WFO|wfo-0000689974|Ficus racemifera|Roxb|ACCEPTED|""|""|Ficus racemifera|direct|WFO|wfo-0000689974
5867|GTS|Ficus racemosa|L.|Moraceae|Ficus|direct|WFO|wfo-0000689977|Ficus racemosa|L.|ACCEPTED|""|""|Ficus racemosa|direct|WFO|wfo-0000689977
5868|GTS|Ficus recurvata|De Wild.|Moraceae|Ficus|direct|WFO|wfo-0000690013|Ficus recurvata|De Wild.|ACCEPTED|""|""|Ficus recurvata|direct|WFO|wfo-0000690013
5869|GTS|Ficus reflexa|Thunb.|Moraceae|Ficus|direct|WFO|wfo-0000690015|Ficus reflexa|Thunb.|ACCEPTED|""|""|Ficus reflexa|direct|WFO|wfo-0000690015
5870|GTS|Ficus religiosa|L.|Moraceae|Ficus|direct|WFO|wfo-0000690026|Ficus religiosa|L.|ACCEPTED|""|""|Ficus religiosa|direct|WFO|wfo-0000690026
5871|GTS|Ficus retusa|L.|Moraceae|Ficus|direct|WFO|wfo-0000690044|Ficus retusa|L.|ACCEPTED|""|""|Ficus retusa|direct|WFO|wfo-0000690044
5872|GTS|Ficus rhizophoriphylla|King|Moraceae|Ficus|manual|WFO|wfo-0000690058|Ficus rhizophoraephylla|King|ACCEPTED|""|""|Ficus rhizophoriphylla|manual|WFO|wfo-0000690058
5873|GTS|Ficus ribes|Reinw. ex Blume|Moraceae|Ficus|direct|WFO|wfo-0000690069|Ficus ribes|Reinw. ex Blume|ACCEPTED|""|""|Ficus ribes|direct|WFO|wfo-0000690069
5874|GTS|Ficus robusta|Corner|Moraceae|Ficus|direct|WFO|wfo-0000690094|Ficus robusta|Corner|ACCEPTED|""|""|Ficus robusta|direct|WFO|wfo-0000690094
5875|GTS|Ficus rubiginosa|Desf. ex Vent.|Moraceae|Ficus|direct|WFO|wfo-0000690111|Ficus rubiginosa|Desf. ex Vent.|ACCEPTED|""|""|Ficus rubiginosa|direct|WFO|wfo-0000690111
5876|GTS|Ficus rubra|Vahl|Moraceae|Ficus|direct|WFO|wfo-0000690116|Ficus rubra|Vahl|ACCEPTED|""|""|Ficus rubra|direct|WFO|wfo-0000690116
5877|GTS|Ficus ruficaulis|Merr.|Moraceae|Ficus|direct|WFO|wfo-0000690138|Ficus ruficaulis|Merr.|ACCEPTED|""|""|Ficus ruficaulis|direct|WFO|wfo-0000690138
5878|GTS|Ficus rumphii|Blume|Moraceae|Ficus|direct|WFO|wfo-0000690150|Ficus rumphii|Blume|ACCEPTED|""|""|Ficus rumphii|direct|WFO|wfo-0000690150
5879|GTS|Ficus sagittata|Vahl|Moraceae|Ficus|direct|WFO|wfo-0000690167|Ficus sagittata|Vahl|ACCEPTED|""|""|Ficus sagittata|direct|WFO|wfo-0000690167
5880|GTS|Ficus sagittifolia|Warb. ex Mildbr. & Burret|Moraceae|Ficus|direct|WFO|wfo-0001226331|Ficus sagittifolia|Warb. ex Mildbr. & Burret|ACCEPTED|""|""|Ficus sagittifolia|direct|WFO|wfo-0001226331
5881|GTS|Ficus sakalavarum|Baker|Moraceae|Ficus|direct|WFO|wfo-0000690537|Ficus sycomorus|L.|ACCEPTED|WFO|wfo-0000690172|Ficus sycomorus|direct|WFO|wfo-0000690537
5882|GTS|Ficus sansibarica|Warb.|Moraceae|Ficus|direct|WFO|wfo-0000690191|Ficus sansibarica|Warb.|ACCEPTED|""|""|Ficus sansibarica|direct|WFO|wfo-0000690191
5883|GTS|Ficus saussureana|DC.|Moraceae|Ficus|direct|WFO|wfo-0000690216|Ficus saussureana|DC.|ACCEPTED|""|""|Ficus saussureana|direct|WFO|wfo-0000690216
5884|GTS|Ficus scassellatii|Pamp.|Moraceae|Ficus|direct|WFO|wfo-0000690240|Ficus scassellatii|Pamp.|ACCEPTED|""|""|Ficus scassellatii|direct|WFO|wfo-0000690240
5885|GTS|Ficus schefferiana|King|Moraceae|Ficus|direct|WFO|wfo-0000690241|Ficus schefferiana|King|ACCEPTED|""|""|Ficus schefferiana|direct|WFO|wfo-0000690241
5886|GTS|Ficus schumanniana|Warb.|Moraceae|Ficus|direct|WFO|wfo-0000690252|Ficus schumanniana|Warb.|ACCEPTED|""|""|Ficus schumanniana|direct|WFO|wfo-0000690252
5887|GTS|Ficus schwarzii|Koord.|Moraceae|Ficus|direct|WFO|wfo-0000690253|Ficus schwarzii|Koord.|ACCEPTED|""|""|Ficus schwarzii|direct|WFO|wfo-0000690253
5888|GTS|Ficus scortechinii|King|Moraceae|Ficus|direct|WFO|wfo-0000690069|Ficus ribes|Reinw. ex Blume|ACCEPTED|WFO|wfo-0000690268|Ficus ribes|direct|WFO|wfo-0000690069
5889|GTS|Ficus scott-elliottii|Mildbr. & Burret|Moraceae|Ficus|manual|WFO|wfo-0000690270|Ficus scott-elliotii|Mildbr. & Burret|ACCEPTED|""|""|Ficus scott-elliottii|manual|WFO|wfo-0000690270
5890|GTS|Ficus semicordata|Buch.-Ham. ex Sm.|Moraceae|Ficus|direct|WFO|wfo-0000690282|Ficus semicordata|Buch.-Ham. ex Sm.|ACCEPTED|""|""|Ficus semicordata|direct|WFO|wfo-0000690282
5891|GTS|Ficus semivestita|Corner|Moraceae|Ficus|direct|WFO|wfo-0000690288|Ficus semivestita|Corner|ACCEPTED|""|""|Ficus semivestita|direct|WFO|wfo-0000690288
5892|GTS|Ficus septica|Burm.f.|Moraceae|Ficus|direct|WFO|wfo-0000690291|Ficus septica|Burm.f.|ACCEPTED|""|""|Ficus septica|direct|WFO|wfo-0000690291
5893|GTS|Ficus setiflora|Stapf|Moraceae|Ficus|manual|WFO|wfo-0000690304|Ficus setiflorus|Stapf|ACCEPTED|""|""|Ficus setiflora|manual|WFO|wfo-0000690304
5894|GTS|Ficus simplicissima|Lour.|Moraceae|Ficus|direct|WFO|wfo-0000690331|Ficus simplicissima|Lour.|ACCEPTED|""|""|Ficus simplicissima|direct|WFO|wfo-0000690331
5895|GTS|Ficus sinuata|Thunb.|Moraceae|Ficus|direct|WFO|wfo-0000690336|Ficus sinuata|Thunb.|ACCEPTED|""|""|Ficus sinuata|direct|WFO|wfo-0000690336
5896|GTS|Ficus smithii|Horne ex Baker|Moraceae|Ficus|direct|WFO|wfo-0000690344|Ficus smithii|Horne ex Baker|ACCEPTED|""|""|Ficus smithii|direct|WFO|wfo-0000690344
5897|GTS|Ficus squamosa|Roxb.|Moraceae|Ficus|direct|WFO|wfo-0000690388|Ficus squamosa|Roxb.|ACCEPTED|""|""|Ficus squamosa|direct|WFO|wfo-0000690388
5898|GTS|Ficus stellaris|C.C.Berg|Moraceae|Ficus|direct|WFO|wfo-0000690396|Ficus stellaris|C.C.Berg|ACCEPTED|""|""|Ficus stellaris|direct|WFO|wfo-0000690396
5899|GTS|Ficus storckii|Seem.|Moraceae|Ficus|direct|WFO|wfo-0000690426|Ficus storckii|Seem.|ACCEPTED|""|""|Ficus storckii|direct|WFO|wfo-0000690426
5900|GTS|Ficus stuhlmannii|Warb.|Moraceae|Ficus|direct|WFO|wfo-0000690434|Ficus stuhlmannii|Warb.|ACCEPTED|""|""|Ficus stuhlmannii|direct|WFO|wfo-0000690434
5901|GTS|Ficus subcordata|Blume|Moraceae|Ficus|direct|WFO|wfo-0000690449|Ficus subcordata|Blume|ACCEPTED|""|""|Ficus subcordata|direct|WFO|wfo-0000690449
5902|GTS|Ficus subcuneata|Miq.|Moraceae|Ficus|direct|WFO|wfo-0000690452|Ficus subcuneata|Miq.|ACCEPTED|""|""|Ficus subcuneata|direct|WFO|wfo-0000690452
5903|GTS|Ficus subfulva|Corner|Moraceae|Ficus|direct|WFO|wfo-0000690455|Ficus subfulva|Corner|ACCEPTED|""|""|Ficus subfulva|direct|WFO|wfo-0000690455
5904|GTS|Ficus subglabritepala|C.C.Berg|Moraceae|Ficus|direct|WFO|wfo-0000690460|Ficus subglabritepala|C.C.Berg|ACCEPTED|""|""|Ficus subglabritepala|direct|WFO|wfo-0000690460
5905|GTS|Ficus subincisa|Buch.-Ham. ex Sm.|Moraceae|Ficus|direct|WFO|wfo-0000690461|Ficus subincisa|Buch.-Ham. ex Sm.|ACCEPTED|""|""|Ficus subincisa|direct|WFO|wfo-0000690461
5906|GTS|Ficus sublimbata|Corner|Moraceae|Ficus|direct|WFO|wfo-0000690465|Ficus sublimbata|Corner|ACCEPTED|""|""|Ficus sublimbata|direct|WFO|wfo-0000690465
5907|GTS|Ficus subnervosa|Corner|Moraceae|Ficus|direct|WFO|wfo-0000690468|Ficus subnervosa|Corner|ACCEPTED|""|""|Ficus subnervosa|direct|WFO|wfo-0000690468
5908|GTS|Ficus subtrinervia|K.Schum. & Lauterb.|Moraceae|Ficus|direct|WFO|wfo-0000690493|Ficus subtrinervia|K.Schum. & Lauterb.|ACCEPTED|""|""|Ficus subtrinervia|direct|WFO|wfo-0000690493
5909|GTS|Ficus subulata|Blume|Moraceae|Ficus|direct|WFO|wfo-0000690496|Ficus subulata|Blume|ACCEPTED|""|""|Ficus subulata|direct|WFO|wfo-0000690496
5910|GTS|Ficus sumatrana|Miq.|Moraceae|Ficus|direct|WFO|wfo-0000690514|Ficus sumatrana|Miq.|ACCEPTED|""|""|Ficus sumatrana|direct|WFO|wfo-0000690514
5911|GTS|Ficus superba|(Miq.) Miq.|Moraceae|Ficus|direct|WFO|wfo-0000690523|Ficus superba|Miq.|ACCEPTED|""|""|Ficus superba|direct|WFO|wfo-0000690523
5912|GTS|Ficus sur|Forssk.|Moraceae|Ficus|direct|WFO|wfo-0000690530|Ficus sur|Forssk.|ACCEPTED|""|""|Ficus sur|direct|WFO|wfo-0000690530
5913|GTS|Ficus sycomorus|L.|Moraceae|Ficus|direct|WFO|wfo-0000690537|Ficus sycomorus|L.|ACCEPTED|""|""|Ficus sycomorus|direct|WFO|wfo-0000690537
5914|GTS|Ficus talbotii|King|Moraceae|Ficus|direct|WFO|wfo-0000690550|Ficus talbotii|King|ACCEPTED|""|""|Ficus talbotii|direct|WFO|wfo-0000690550
5915|GTS|Ficus tesselata|Warb.|Moraceae|Ficus|direct|WFO|wfo-0000690588|Ficus tesselata|Warb.|ACCEPTED|""|""|Ficus tesselata|direct|WFO|wfo-0000690588
5916|GTS|Ficus tettensis|Hutch.|Moraceae|Ficus|direct|WFO|wfo-0000690590|Ficus tettensis|Hutch.|ACCEPTED|""|""|Ficus tettensis|direct|WFO|wfo-0000690590
5917|GTS|Ficus theophrastoides|Seem.|Moraceae|Ficus|direct|WFO|wfo-0000690594|Ficus theophrastoides|Seem.|ACCEPTED|""|""|Ficus theophrastoides|direct|WFO|wfo-0000690594
5918|GTS|Ficus thonningii|Blume|Moraceae|Ficus|direct|WFO|wfo-0000690599|Ficus thonningii|Blume|ACCEPTED|""|""|Ficus thonningii|direct|WFO|wfo-0000690599
5919|GTS|Ficus tikoua|Bureau|Moraceae|Ficus|manual|WFO|wfo-0000690606|Ficus ti-koua|Bureau|ACCEPTED|""|""|Ficus tikoua|manual|WFO|wfo-0000690606
5920|GTS|Ficus tinctoria|G.Forst.|Moraceae|Ficus|direct|WFO|wfo-0000690611|Ficus tinctoria|G.Forst.|ACCEPTED|""|""|Ficus tinctoria|direct|WFO|wfo-0000690611
5921|GTS|Ficus tonduzii|Standl.|Moraceae|Ficus|direct|WFO|wfo-0000690632|Ficus tonduzii|Standl.|ACCEPTED|""|""|Ficus tonduzii|direct|WFO|wfo-0000690632
5922|GTS|Ficus trachypison|K.Schum. & Lauterb.|Moraceae|Ficus|direct|WFO|wfo-0000690655|Ficus trachypison|K.Schum.|ACCEPTED|""|""|Ficus trachypison|direct|WFO|wfo-0000690655
5923|GTS|Ficus tremula|Warb.|Moraceae|Ficus|direct|WFO|wfo-0000690660|Ficus tremula|Warb.|ACCEPTED|""|""|Ficus tremula|direct|WFO|wfo-0000690660
5924|GTS|Ficus trichocarpa|Blume|Moraceae|Ficus|direct|WFO|wfo-0000690667|Ficus trichocarpa|Blume|ACCEPTED|""|""|Ficus trichocarpa|direct|WFO|wfo-0000690667
5925|GTS|Ficus trichocerasa|Diels|Moraceae|Ficus|direct|WFO|wfo-0000690672|Ficus trichocerasa|Diels|ACCEPTED|""|""|Ficus trichocerasa|direct|WFO|wfo-0000690672
5926|GTS|Ficus trichopoda|Baker|Moraceae|Ficus|direct|WFO|wfo-0000690682|Ficus trichopoda|Baker|ACCEPTED|""|""|Ficus trichopoda|direct|WFO|wfo-0000690682
5927|GTS|Ficus tricolor|Miq.|Moraceae|Ficus|direct|WFO|wfo-0000690688|Ficus tricolor|Miq.|ACCEPTED|""|""|Ficus tricolor|direct|WFO|wfo-0000690688
5928|GTS|Ficus trigona|L.f.|Moraceae|Ficus|direct|WFO|wfo-0000690694|Ficus trigona|L.f.|ACCEPTED|""|""|Ficus trigona|direct|WFO|wfo-0000690694
5929|GTS|Ficus trimenii|King ex Trimen|Moraceae|Ficus|direct|WFO|wfo-0000690699|Ficus trimenii|King ex Trimen|ACCEPTED|""|""|Ficus trimenii|direct|WFO|wfo-0000690699
5930|GTS|Ficus trivia|Corner|Moraceae|Ficus|direct|WFO|wfo-0000690704|Ficus trivia|Corner|ACCEPTED|""|""|Ficus trivia|direct|WFO|wfo-0000690704
5931|GTS|Ficus tsjakela|Burm.f.|Moraceae|Ficus|direct|WFO|wfo-0000690714|Ficus tsjakela|Burm.f.|ACCEPTED|""|""|Ficus tsjakela|direct|WFO|wfo-0000690714
5932|GTS|Ficus tuphapensis|Drake|Moraceae|Ficus|direct|WFO|wfo-0000690723|Ficus tuphapensis|Drake|ACCEPTED|""|""|Ficus tuphapensis|direct|WFO|wfo-0000690723
5933|GTS|Ficus ulmifolia|Lam.|Moraceae|Ficus|direct|WFO|wfo-0000690736|Ficus ulmifolia|Lam.|ACCEPTED|""|""|Ficus ulmifolia|direct|WFO|wfo-0000690736
5934|GTS|Ficus umbellata|Vahl|Moraceae|Ficus|direct|WFO|wfo-0000690742|Ficus umbellata|Vahl|ACCEPTED|""|""|Ficus umbellata|direct|WFO|wfo-0000690742
5935|GTS|Ficus uncinata|(King) Becc.|Moraceae|Ficus|direct|WFO|wfo-0000690752|Ficus uncinata|(King) Becc.|ACCEPTED|""|""|Ficus uncinata|direct|WFO|wfo-0000690752
5936|GTS|Ficus vallis-choudae|Delile|Moraceae|Ficus|direct|WFO|wfo-0000690786|Ficus vallis-choudae|Delile|ACCEPTED|""|""|Ficus vallis-choudae|direct|WFO|wfo-0000690786
5937|GTS|Ficus variegata|Blume|Moraceae|Ficus|direct|WFO|wfo-0000690793|Ficus variegata|Blume|ACCEPTED|""|""|Ficus variegata|direct|WFO|wfo-0000690793
5938|GTS|Ficus variifolia|Warb.|Moraceae|Ficus|direct|WFO|wfo-0000690801|Ficus variifolia|Warb.|ACCEPTED|""|""|Ficus variifolia|direct|WFO|wfo-0000690801
5939|GTS|Ficus variolosa|Lindl. ex Benth.|Moraceae|Ficus|direct|WFO|wfo-0000690802|Ficus variolosa|Lindl. ex Benth.|ACCEPTED|""|""|Ficus variolosa|direct|WFO|wfo-0000690802
5940|GTS|Ficus vasculosa|Wall. ex Miq.|Moraceae|Ficus|direct|WFO|wfo-0000690804|Ficus vasculosa|Wall. & Miq.|ACCEPTED|""|""|Ficus vasculosa|direct|WFO|wfo-0000690804
5941|GTS|Ficus vasta|Forssk.|Moraceae|Ficus|direct|WFO|wfo-0000690806|Ficus vasta|Forssk.|ACCEPTED|""|""|Ficus vasta|direct|WFO|wfo-0000690806
5942|GTS|Ficus verruculosa|Warb.|Moraceae|Ficus|direct|WFO|wfo-0000690821|Ficus verruculosa|Warb.|ACCEPTED|""|""|Ficus verruculosa|direct|WFO|wfo-0000690821
5943|GTS|Ficus virens|Aiton|Moraceae|Ficus|direct|WFO|wfo-0000690839|Ficus virens|Aiton|ACCEPTED|""|""|Ficus virens|direct|WFO|wfo-0000690839
5944|GTS|Ficus virgata|Reinw. ex Blume|Moraceae|Ficus|direct|WFO|wfo-0000690844|Ficus virgata|Reinw. ex Blume|ACCEPTED|""|""|Ficus virgata|direct|WFO|wfo-0000690844
5945|GTS|Ficus vitiensis|Seem.|Moraceae|Ficus|direct|WFO|wfo-0000690855|Ficus vitiensis|Seem.|ACCEPTED|""|""|Ficus vitiensis|direct|WFO|wfo-0000690855
5946|GTS|Ficus vogeliana|(Miq.) Miq.|Moraceae|Ficus|direct|WFO|wfo-0000690860|Ficus vogeliana|Miq.|ACCEPTED|""|""|Ficus vogeliana|direct|WFO|wfo-0000690860
5947|GTS|Ficus wassa|Roxb.|Moraceae|Ficus|direct|WFO|wfo-0000690880|Ficus wassa|Roxb.|ACCEPTED|""|""|Ficus wassa|direct|WFO|wfo-0000690880
5948|GTS|Ficus watkinsiana|F.M.Bailey|Moraceae|Ficus|direct|WFO|wfo-0000690883|Ficus watkinsiana|F.M.Bailey|ACCEPTED|""|""|Ficus watkinsiana|direct|WFO|wfo-0000690883
5949|GTS|Ficus wildemaniana|Warb.|Moraceae|Ficus|direct|WFO|wfo-0000690897|Ficus wildemaniana|Warb. ex De Wild. & T.Durand|ACCEPTED|""|""|Ficus wildemaniana|direct|WFO|wfo-0000690897
5950|GTS|Ficus xylophylla|(Miq.) Wall. ex Miq.|Moraceae|Ficus|direct|WFO|wfo-0000690919|Ficus xylophylla|Wall. ex Miq.|ACCEPTED|""|""|Ficus xylophylla|direct|WFO|wfo-0000690919
5951|GTS|Ficus yoponensis|Desv.|Moraceae|Ficus|direct|WFO|wfo-0000690926|Ficus yoponensis|Desv.|ACCEPTED|""|""|Ficus yoponensis|direct|WFO|wfo-0000690926
5952|GTS|Ficus ypsilophlebia|Dugand|Moraceae|Ficus|direct|WFO|wfo-0000690927|Ficus ypsilophlebia|Dugand|ACCEPTED|""|""|Ficus ypsilophlebia|direct|WFO|wfo-0000690927
5953|GTS|Filicium decipiens|(Wight & Arn.) Thwaites|Sapindaceae|Filicium|direct|WFO|wfo-0000690971|Filicium decipiens|Thwaites|ACCEPTED|""|""|Filicium decipiens|direct|WFO|wfo-0000690971
5954|GTS|Fillaeopsis discophora|Harms|Fabaceae|Fillaeopsis|direct|WFO|wfo-0000163602|Fillaeopsis discophora|Harms|ACCEPTED|""|""|Fillaeopsis discophora|direct|WFO|wfo-0000163602
5955|GTS|Finschia chloroxantha|Diels|Proteaceae|Finschia|direct|WFO|wfo-0000691006|Finschia chloroxantha|Diels|ACCEPTED|""|""|Finschia chloroxantha|direct|WFO|wfo-0000691006
5956|GTS|Finschia ferruginiflora|C.T.White|Proteaceae|Finschia|direct|WFO|wfo-0000691008|Finschia ferruginiflora|C.T.White|ACCEPTED|""|""|Finschia ferruginiflora|direct|WFO|wfo-0000691008
5957|GTS|Finschia rufa|Warb.|Proteaceae|Finschia|direct|WFO|wfo-0000691010|Finschia rufa|Warb.|ACCEPTED|""|""|Finschia rufa|direct|WFO|wfo-0000691010
5958|GTS|Firmiana colorata|(Roxb.) R.Br.|Malvaceae|Firmiana|direct|WFO|wfo-0000691032|Firmiana colorata|(Roxb.) R.Br.|ACCEPTED|""|""|Firmiana colorata|direct|WFO|wfo-0000691032
5959|GTS|Firmiana fulgens|(Wall. ex Mast.) K.Schum.|Malvaceae|Firmiana|direct|WFO|wfo-0000691036|Firmiana fulgens|(Wall. ex Mast.) K.Schum.|ACCEPTED|""|""|Firmiana fulgens|direct|WFO|wfo-0000691036
5960|GTS|Firmiana papuana|Mildbr.|Malvaceae|Firmiana|direct|WFO|wfo-0000691050|Firmiana papuana|Mildbr.|ACCEPTED|""|""|Firmiana papuana|direct|WFO|wfo-0000691050
5961|GTS|Firmiana simplex|(L.) W.Wight|Malvaceae|Firmiana|direct|WFO|wfo-0000691059|Firmiana simplex|(L.) W.Wight|ACCEPTED|""|""|Firmiana simplex|direct|WFO|wfo-0000691059
5962|GTS|Firmiana sumbawaensis|Kosterm.|Malvaceae|Firmiana|direct|WFO|wfo-0000691061|Firmiana sumbawaensis|Kosterm.|ACCEPTED|""|""|Firmiana sumbawaensis|direct|WFO|wfo-0000691061
5963|GTS|Fitzroya cupressoides|(Molina) I.M.Johnst.|Cupressaceae|Fitzroya|direct|WFO|wfo-0000691255|Fitzroya cupressoides|(Molina) I.M.Johnst.|ACCEPTED|""|""|Fitzroya cupressoides|direct|WFO|wfo-0000691255
5964|GTS|Flacourtia flavescens|Willd.|Salicaceae|Flacourtia|direct|WFO|wfo-0000925647|Flacourtia flavescens|Willd.|ACCEPTED|""|""|Flacourtia flavescens|direct|WFO|wfo-0000925647
5965|GTS|Flacourtia indica|(Burm.f.) Merr.|Salicaceae|Flacourtia|direct|WFO|wfo-0000925655|Flacourtia indica|(Burm.f.) Merr.|ACCEPTED|""|""|Flacourtia indica|direct|WFO|wfo-0000925655
5966|GTS|Flacourtia inermis|Roxb.|Salicaceae|Flacourtia|direct|WFO|wfo-0000925657|Flacourtia inermis|Roxb.|ACCEPTED|""|""|Flacourtia inermis|direct|WFO|wfo-0000925657
